OTUID	M	B	X	H	T	Y	J	D
OTU2582	0	5	1	10	1	1	2	0
OTU2583	0	0	0	0	2	2	1	1
OTU2584	0	2	1	2	3	2	2	5
OTU2585	577	530	489	502	618	545	500	640
OTU2586	0	4	4	13	3	9	6	6
OTU2587	2	1	7	4	1	3	1	6
OTU2588	1	4	4	4	0	1	2	1
OTU2589	8	9	12	14	19	10	1	11
OTU2590	68	30	21	33	28	27	25	73
OTU2591	2	0	3	2	1	2	1	0
OTU2592	0	3	0	2	0	1	7	2
OTU2593	0	1	0	1	1	12	1	1
OTU2594	2	10	4	4	8	4	5	6
OTU2595	0	0	0	0	0	0	0	0
OTU2596	11	9	10	14	10	15	11	13
OTU2597	5	5	6	5	4	6	5	5
OTU2598	0	0	0	0	0	1	0	0
OTU2599	4	2	2	6	2	3	3	6
OTU2600	0	0	1	1	1	0	0	0
OTU2601	5	6	10	9	12	10	9	16
OTU2602	2	2	2	0	0	1	1	2
OTU2603	1	0	0	1	1	1	1	0
OTU2604	0	3	1	2	2	8	2	5
OTU2605	0	0	1	0	0	0	0	1
OTU2606	0	0	1	3	2	0	1	1
OTU2607	3	1	4	4	14	1	7	4
OTU2608	14	18	5	10	20	5	13	9
OTU2609	3	0	1	4	1	2	4	1
OTU2610	6	6	4	7	6	10	10	10
OTU2611	10	9	11	19	13	29	15	18
OTU2612	1	2	5	4	4	3	2	1
OTU2613	0	0	0	0	1	0	1	0
OTU2614	35	44	48	49	39	43	36	37
OTU2615	4	4	0	1	4	2	3	2
OTU2616	0	1	0	0	0	1	0	0
OTU2617	1	16	0	1	0	6	2	0
OTU2618	1	0	0	0	0	0	1	0
OTU2619	3	2	4	3	3	4	3	4
OTU2620	11	5	6	7	14	5	8	6
OTU2621	10	11	10	7	8	5	8	17
OTU2622	1	0	2	2	2	3	1	0
OTU2623	1	3	5	4	3	2	6	3
OTU2624	0	0	0	10	0	0	1	0
OTU2625	0	0	0	1	0	0	0	0
OTU2626	1	5	1	1	0	0	0	0
OTU2627	2	1	2	4	1	4	6	4
OTU2628	16	19	15	27	17	18	11	15
OTU2629	10	4	7	10	14	10	12	17
OTU2630	0	0	0	0	0	0	0	2
OTU2631	0	0	0	0	1	0	0	0
OTU2632	46	44	29	35	29	36	19	42
OTU2633	1	2	0	8	1	9	3	2
OTU2634	48	47	15	35	48	56	36	136
OTU2635	1	0	0	0	1	1	1	2
OTU2636	5	7	5	6	8	6	5	4
OTU2637	2	1	1	0	3	2	0	0
OTU2638	42	44	23	39	39	35	45	43
OTU2639	2	6	2	4	6	5	5	5
OTU2640	0	1	0	2	1	0	1	1
OTU2641	2	6	5	8	4	3	1	2
OTU2642	98	83	72	85	110	71	105	80
OTU2643	0	0	0	0	1	1	1	0
OTU2644	0	0	0	1	0	0	0	0
OTU2645	0	1	0	2	0	3	2	1
OTU2646	1	2	0	6	0	4	0	2
OTU2647	67	56	38	56	71	62	34	63
OTU2648	24	18	35	25	15	16	29	17
OTU2649	0	2	0	5	2	2	1	7
OTU2650	6	9	3	1	1	12	3	2
OTU2651	6	4	7	3	2	2	0	7
OTU2652	34	28	8	30	17	20	25	36
OTU2653	0	0	0	0	0	0	0	0
OTU2654	1	0	1	5	3	1	0	2
OTU2655	0	0	2	1	1	2	1	2
OTU2656	2	4	4	7	4	1	8	2
OTU2657	0	0	0	0	0	0	0	0
OTU2658	12	2	2	9	4	8	4	2
OTU2659	69	95	58	112	97	135	102	92
OTU2660	0	1	0	2	0	4	1	1
OTU2661	0	0	1	5	1	12	1	0
OTU2662	59	80	48	87	63	66	70	117
OTU2663	1	2	1	2	2	4	2	1
OTU2664	127	85	120	101	114	89	107	117
OTU2665	1	2	0	4	1	1	0	2
OTU2666	2	3	1	2	2	3	4	1
OTU2667	2	1	1	0	0	3	1	2
OTU2668	0	2	0	0	0	0	0	0
OTU2669	6	8	5	9	7	10	9	6
OTU2670	13	6	6	12	7	9	2	7
OTU2671	4	5	11	9	8	17	22	2
OTU2672	3	5	0	1	5	0	3	0
OTU2673	22	29	7	34	24	29	16	13
OTU2674	8	23	6	8	7	14	8	7
OTU2675	5	2	1	2	0	0	0	0
OTU2676	9	16	21	32	23	5	10	16
OTU2677	0	4	1	2	2	0	0	1
OTU2678	1	2	1	2	2	0	0	0
OTU2679	42	42	62	41	54	44	43	43
OTU2680	1	2	0	0	1	0	0	0
OTU2681	0	3	0	1	0	0	0	0
OTU2682	6	4	5	6	4	2	5	1
OTU2683	22	17	21	9	28	16	14	15
OTU2684	1	3	0	1	3	0	0	0
OTU2685	13	22	37	94	19	21	5	9
OTU2686	1	2	1	2	1	0	2	3
OTU2687	3	1	3	2	1	4	2	1
OTU2688	19	19	22	7	11	14	2	11
OTU2689	3	5	1	8	3	4	4	8
OTU2690	2	4	7	2	2	1	0	0
OTU2691	9	10	6	7	6	6	8	2
OTU2692	1	1	2	0	1	2	1	1
OTU2693	3	9	1	1	8	1	1	1
OTU2694	6	9	1	3	1	1	4	1
OTU2695	0	1	0	2	1	2	2	1
OTU2696	1	9	3	10	3	2	2	1
OTU2697	1	2	1	2	3	2	2	1
OTU2698	0	4	6	15	8	7	6	5
OTU2699	8	11	7	7	12	8	13	11
OTU2700	3	5	0	1	3	3	0	2
OTU2701	2	2	0	0	1	1	0	0
OTU2702	4	1	3	3	0	1	0	4
OTU2703	1	2	1	1	1	4	0	1
OTU2704	5	4	2	2	4	7	4	6
OTU2705	3	1	3	2	2	3	1	1
OTU2706	0	3	0	0	1	0	3	0
OTU2707	7	3	0	4	2	1	6	4
OTU2708	14	8	20	7	16	5	15	11
OTU2709	12	10	19	20	29	14	13	20
OTU2710	219	201	195	216	213	264	201	237
OTU2711	1	2	0	2	0	2	6	1
OTU2712	4	3	3	2	0	1	5	0
OTU2713	3	5	0	5	5	0	0	3
OTU2714	1	1	0	1	0	2	1	0
OTU2715	3	4	4	1	2	3	3	1
OTU2716	1	2	1	1	2	1	1	0
OTU2717	1	2	2	1	0	0	0	0
OTU2718	3	8	4	2	1	0	1	2
OTU2719	0	1	1	1	1	2	0	1
OTU2720	0	1	3	1	0	1	0	0
OTU2721	1	1	0	0	1	0	1	1
OTU2722	1	4	1	3	1	1	1	1
OTU2723	2	2	1	0	3	1	1	0
OTU2724	1	3	5	2	0	0	3	0
OTU2725	0	2	1	3	0	0	0	0
OTU2726	1	3	1	0	0	0	1	1
OTU2727	2	7	2	12	11	13	5	9
OTU2728	2	1	2	3	5	4	0	2
OTU2729	4	4	3	3	4	5	4	2
OTU2730	16	12	26	23	19	25	11	4
OTU2731	0	1	0	0	0	1	1	0
OTU2732	3	2	6	4	9	4	2	1
OTU2733	3	2	3	0	1	0	2	1
OTU2734	53	46	78	51	72	57	37	39
OTU2735	63	42	47	73	33	43	38	49
OTU2736	7	3	5	8	9	9	1	9
OTU2737	2	3	0	3	1	1	2	3
OTU2738	1	1	0	0	2	2	0	1
OTU2739	54	67	56	65	81	39	40	44
OTU2740	1	3	0	0	0	0	0	0
OTU2741	7	3	3	2	1	1	1	1
OTU2742	0	4	2	1	1	1	3	3
OTU2743	8	5	11	4	9	9	7	7
OTU2744	5	8	3	3	4	5	5	8
OTU2745	344	212	370	254	297	321	245	248
OTU2746	50	62	28	35	58	61	59	67
OTU2747	2	6	5	9	1	2	0	2
OTU2748	2	4	1	1	2	1	0	3
OTU2749	0	1	0	1	0	0	1	1
OTU2750	28	15	16	27	34	29	31	24
OTU2751	43	59	56	57	80	48	49	49
OTU2752	5	11	4	11	3	6	5	7
OTU2753	1	1	5	1	3	1	0	0
OTU2754	0	1	1	0	1	2	0	1
OTU2755	3	2	3	7	1	2	1	1
OTU2756	11	12	2	5	3	15	17	7
OTU2757	2	2	1	1	3	2	5	3
OTU2758	2	2	1	5	4	0	4	2
OTU2759	1	7	4	2	1	0	0	0
OTU2760	10	13	7	10	11	3	9	5
OTU2761	0	5	0	0	0	0	0	0
OTU2762	5	7	4	5	5	13	2	8
OTU2763	2	2	2	3	2	1	1	2
OTU2764	3	1	0	0	2	0	2	1
OTU2765	1	1	0	2	1	0	0	0
OTU2766	0	1	1	1	1	0	0	0
OTU2767	0	1	2	0	2	2	1	0
OTU2768	2	8	3	6	2	4	6	4
OTU2769	2	3	0	1	3	1	1	1
OTU2770	1	2	3	2	0	1	4	0
OTU2771	12	7	6	11	4	15	5	7
OTU2772	1	8	9	4	2	1	2	2
OTU2773	17	20	9	26	10	18	15	11
OTU2774	0	25	5	4	1	3	0	2
OTU2775	4	2	0	3	2	5	1	3
OTU2776	13	7	1	16	4	8	8	10
OTU2777	6	7	7	3	6	12	1	7
OTU2778	31	24	35	28	25	37	19	32
OTU2779	32	31	24	51	34	36	49	32
OTU2780	0	2	0	0	0	0	0	0
OTU2781	3	2	1	2	3	1	0	4
OTU2782	15	18	19	22	24	15	15	5
OTU2783	13	12	11	10	8	10	14	28
OTU2784	0	2	0	0	0	0	0	0
OTU2785	158	192	153	183	196	189	141	175
OTU2786	9	12	6	12	22	7	7	10
OTU2787	3	6	4	7	5	9	9	9
OTU2788	0	3	0	0	1	1	0	0
OTU2789	3	3	1	4	0	2	1	1
OTU2790	73	62	78	65	70	55	70	129
OTU2791	16	34	29	24	25	19	23	20
OTU2792	6	6	4	5	6	5	7	4
OTU2793	2	5	4	2	1	2	0	1
OTU2794	5	3	4	3	1	3	4	1
OTU2795	1	3	4	4	3	3	0	1
OTU2796	10	11	6	8	16	8	13	4
OTU2797	5	4	6	7	9	9	6	1
OTU2798	2	3	2	12	0	1	0	2
OTU2799	7	6	10	8	3	6	2	5
OTU2800	0	4	1	0	0	1	1	5
OTU2801	2	5	10	10	0	9	5	6
OTU2802	4	6	10	10	12	10	5	3
OTU2803	12	10	7	6	15	10	8	3
OTU2804	20	15	11	13	8	20	17	19
OTU2805	13	5	17	17	4	6	3	3
OTU2806	1	1	0	1	1	1	3	2
OTU2807	4	5	3	6	4	2	3	8
OTU2808	0	3	0	0	1	3	0	1
OTU2809	0	5	1	4	4	3	2	3
OTU2810	2	6	2	4	1	8	1	9
OTU2811	2	23	10	1	8	16	2	4
OTU2812	10	9	5	8	12	7	5	7
OTU2813	4	9	1	2	3	9	1	6
OTU2814	7	11	5	17	16	8	8	9
OTU2815	1	2	0	2	3	1	1	0
OTU2816	0	2	0	0	1	1	0	0
OTU2817	0	2	0	0	2	0	1	0
OTU2818	0	8	0	0	0	0	0	1
OTU2819	93	104	83	88	84	96	87	85
OTU2820	6	3	13	2	11	7	8	5
OTU2821	0	4	2	0	1	1	2	0
OTU2822	1	3	0	0	0	1	0	0
OTU2823	4	2	8	3	5	3	4	5
OTU2824	5	5	3	6	1	6	5	2
OTU2825	7	6	7	6	10	4	7	2
OTU2826	18	30	13	54	22	22	13	13
OTU2827	1	1	1	2	1	4	2	0
OTU2828	1	1	0	2	0	2	1	1
OTU2829	15	18	12	56	13	13	12	30
OTU2830	4	4	1	4	4	7	6	4
OTU2831	11	27	9	26	4	32	24	17
OTU2832	1	1	2	0	1	1	0	0
OTU2833	41	23	32	21	19	46	18	26
OTU2834	0	3	0	1	0	2	2	0
OTU2835	0	1	1	1	0	0	0	0
OTU2836	3	2	2	2	1	3	4	3
OTU2837	0	4	1	0	2	1	0	0
OTU2838	7	6	6	4	1	12	5	3
OTU2839	2	4	1	2	3	2	1	4
OTU2840	9	8	4	4	7	29	11	7
OTU2841	28	30	25	31	31	56	28	35
OTU2842	109	99	181	244	90	166	59	60
OTU2843	2	5	1	1	3	1	0	2
OTU2844	3	3	2	8	4	10	4	3
OTU2845	1	8	3	4	1	2	0	1
OTU2846	1	1	2	1	2	0	1	1
OTU2847	0	1	0	0	0	0	0	0
OTU2848	3	4	3	4	0	3	3	1
OTU2849	18	32	7	15	13	19	3	33
OTU2850	6	54	11	6	0	5	2	1
OTU2851	15	24	7	10	14	10	15	10
OTU2852	25	36	36	26	30	24	30	32
OTU2853	0	3	0	1	1	3	1	1
OTU2854	14	12	19	25	33	9	17	13
OTU2855	11	9	14	14	12	19	8	13
OTU2856	1	6	2	1	0	12	0	1
OTU2857	0	1	0	1	0	1	0	0
OTU2858	47	63	30	47	46	56	43	62
OTU2859	66	62	58	70	82	67	79	80
OTU2860	1	1	2	5	3	1	2	2
OTU2861	29	47	35	69	42	71	48	49
OTU2862	0	1	1	2	0	0	2	0
OTU2863	133	97	123	153	128	134	110	118
OTU2864	3	7	0	4	3	8	1	2
OTU2865	0	3	0	3	5	1	0	1
OTU2866	1	3	4	3	2	3	2	3
OTU2867	2	6	3	2	2	5	5	0
OTU2868	0	2	0	1	0	0	0	0
OTU2869	7	9	5	8	5	4	6	7
OTU2870	0	2	0	1	0	1	0	0
OTU2871	18	18	12	16	17	32	11	9
OTU2872	0	3	2	0	0	2	0	1
OTU2873	5	3	3	5	3	11	8	5
OTU2874	5	7	3	4	5	2	5	5
OTU2875	0	2	0	2	0	0	1	2
OTU2876	136	157	151	173	238	237	170	91
OTU2877	2	3	4	1	6	1	5	1
OTU2878	88	89	91	90	105	104	67	72
OTU2879	0	2	1	1	0	4	0	0
OTU2880	270	231	248	207	268	212	198	185
OTU2881	1	2	3	6	2	7	2	3
OTU2882	3	9	4	1	5	2	2	1
OTU2883	7	5	13	8	9	1	7	8
OTU2884	12	9	12	10	10	3	8	12
OTU2885	2	2	2	3	0	0	0	0
OTU2886	0	3	1	1	0	0	0	0
OTU2887	6	4	4	6	5	4	4	5
OTU2888	2	7	0	9	1	1	2	0
OTU2889	7	4	2	11	10	11	10	7
OTU2890	59	55	46	50	48	41	40	38
OTU2891	172	183	187	213	179	172	146	153
OTU2892	2	3	1	2	0	1	1	0
OTU2893	265	282	270	251	313	238	274	262
OTU2894	0	2	0	0	0	0	2	1
OTU2895	8	3	4	7	3	3	3	3
OTU2896	60	73	71	52	57	73	41	39
OTU2897	5035	3280	4294	3947	5005	3432	4390	5013
OTU2898	279	257	231	262	243	287	221	313
OTU2899	471	440	620	493	641	626	371	364
OTU2900	2	3	7	3	9	2	7	1
OTU2901	7	9	5	3	6	6	4	0
OTU2902	175	150	207	212	246	234	163	131
OTU2903	35	34	48	39	39	34	39	50
OTU2904	1	2	0	2	1	1	3	0
OTU2905	1	3	0	2	4	2	5	1
OTU2906	3	5	4	2	0	1	4	5
OTU2907	5	3	3	5	0	1	0	0
OTU2908	46	62	66	89	60	71	41	58
OTU2909	5	4	3	2	3	4	1	0
OTU2910	4	5	4	5	1	2	3	3
OTU2911	224	212	256	275	373	316	256	192
OTU2912	34	35	33	44	35	39	26	42
OTU2913	1	2	0	0	0	1	0	1
OTU2914	60	71	56	55	67	83	62	76
OTU2915	5	3	9	0	1	2	1	0
OTU2916	3	10	6	2	3	4	0	1
OTU2917	26	32	28	26	32	21	18	44
OTU2918	25	16	33	16	29	34	20	28
OTU2919	13	20	23	5	18	8	14	9
OTU2920	112	128	162	126	152	166	88	106
OTU2921	55	41	58	43	34	67	18	23
OTU2922	99	110	85	84	113	76	91	118
OTU2923	4	3	3	1	1	3	3	2
OTU2924	10	26	16	13	4	14	11	8
OTU2925	2	1	1	1	2	0	2	0
OTU2926	9	6	4	7	6	4	12	9
OTU2927	0	1	0	1	0	2	0	0
OTU2928	21	26	17	17	21	21	18	18
OTU2929	0	1	0	0	0	1	2	0
OTU2930	1	2	0	0	3	1	0	0
OTU2931	4	5	5	5	3	3	0	3
OTU2932	3	6	3	9	4	3	1	5
OTU2933	2	3	0	1	1	2	2	2
OTU2934	0	7	3	8	3	8	3	5
OTU2935	7	9	1	2	2	4	2	5
OTU2936	0	2	2	2	0	1	2	2
OTU2937	0	3	5	4	3	4	5	6
OTU2938	3	3	1	3	2	5	7	5
OTU2939	5	4	10	6	7	6	6	4
OTU2940	190	155	200	181	215	190	190	217
OTU2941	0	1	1	3	0	0	0	0
OTU2942	14	26	27	37	22	37	27	12
OTU2943	8	5	6	6	2	4	8	7
OTU2944	0	3	0	2	2	0	1	0
OTU2945	40	36	29	54	78	27	45	48
OTU2946	1	4	1	2	1	1	1	1
OTU2947	97	79	88	54	99	79	102	75
OTU2948	1	4	3	0	0	1	1	1
OTU2949	33	71	39	43	51	46	48	53
OTU2950	3	2	7	6	5	4	5	2
OTU2951	44	38	46	28	31	35	20	29
OTU2952	13	21	19	44	11	31	12	19
OTU2953	7	9	2	5	12	7	9	5
OTU2954	7	19	12	14	19	12	8	9
OTU2955	0	2	0	0	0	0	0	0
OTU2956	5	9	7	4	11	4	4	4
OTU2957	1	7	1	2	1	1	2	0
OTU2958	40	39	30	32	47	41	36	23
OTU2959	86	58	77	120	88	91	42	75
OTU2960	7	9	1	5	2	5	5	8
OTU2961	14	20	23	15	40	32	24	22
OTU2962	39	20	40	31	37	20	31	50
OTU2963	2	2	1	3	2	2	2	2
OTU2964	76	52	93	84	104	70	73	77
OTU2965	0	2	3	0	0	2	0	1
OTU2966	3	1	2	1	3	0	0	0
OTU2967	0	18	0	0	0	0	0	0
OTU2968	16	25	4	21	15	18	18	26
OTU2969	8	26	17	13	13	12	11	9
OTU2970	0	1	1	3	0	0	0	1
OTU2971	165	128	168	170	215	174	172	180
OTU2972	17	20	10	23	16	15	24	25
OTU2973	17	21	24	16	23	12	12	18
OTU2974	2	1	2	3	4	2	1	0
OTU2975	3	5	1	9	2	8	14	8
OTU2976	45	37	62	48	53	41	38	42
OTU2977	1	3	4	1	0	2	0	1
OTU2978	1	1	0	1	1	0	1	0
OTU2979	76	69	84	81	113	84	100	54
OTU2980	123	130	123	157	144	105	110	126
OTU2981	53	58	73	68	34	58	48	44
OTU2982	27	42	26	34	28	44	19	28
OTU2983	2	5	1	1	3	1	1	1
OTU2984	20	17	13	20	17	10	8	13
OTU2985	5	6	2	3	4	2	6	4
OTU2986	4	5	9	10	4	5	8	5
OTU2987	165	170	147	188	179	183	143	157
OTU2988	2	1	1	2	2	0	1	3
OTU2989	11	6	8	5	1	6	9	3
OTU2990	20	31	23	26	21	31	32	20
OTU2991	9	3	1	2	1	2	3	0
OTU2992	60	73	62	59	53	52	36	23
OTU2993	0	1	0	0	0	1	0	0
OTU2994	0	1	4	5	2	1	6	1
OTU2995	3	10	13	9	7	10	1	4
OTU2996	2	6	2	9	1	2	2	7
OTU2997	11	6	6	1	14	11	1	7
OTU2998	14	11	12	11	21	6	15	11
OTU2999	7	2	2	4	7	3	4	5
OTU3000	2	5	1	0	2	2	0	10
OTU3001	37	47	27	59	43	49	53	57
OTU3002	2	8	0	2	2	1	1	1
OTU3003	2	13	4	14	12	11	5	21
OTU3004	4	126	0	0	0	1	0	0
OTU3005	2	6	9	8	8	7	5	5
OTU3006	10	12	6	6	12	17	6	10
OTU3007	0	4	0	1	0	0	4	0
OTU3008	0	1	0	0	1	0	0	0
OTU3009	1	1	0	1	2	0	2	1
OTU3010	16	23	44	26	26	23	24	21
OTU3011	1	2	0	1	1	1	1	0
OTU3012	2	3	1	3	2	4	3	1
OTU3013	0	3	3	0	1	0	1	2
OTU3014	65	85	57	49	97	78	44	111
OTU3015	0	1	0	0	1	0	0	0
OTU3016	0	1	1	0	0	0	2	1
OTU3017	3	1	0	4	0	3	0	1
OTU3018	5	9	8	8	10	3	2	6
OTU3019	0	1	1	5	1	1	1	4
OTU3020	137	99	128	140	138	141	109	126
OTU3021	3	2	4	3	2	2	0	0
OTU3022	5	6	4	14	8	5	2	3
OTU3023	0	1	1	1	0	0	0	1
OTU3024	0	1	0	1	0	3	1	0
OTU3025	8	4	9	7	6	2	4	8
OTU3026	0	5	2	4	0	4	3	6
OTU3027	3	4	1	4	6	4	7	5
OTU3028	0	1	0	0	0	1	0	1
OTU3029	4	1	0	0	0	1	1	0
OTU3030	3	2	2	1	0	1	0	0
OTU3031	17	13	16	19	9	5	10	10
OTU3032	0	2	1	1	0	1	0	0
OTU3033	19	10	10	13	22	12	15	17
OTU3034	1	4	0	5	2	2	0	0
OTU3035	92	95	41	120	58	127	95	62
OTU3036	0	1	3	1	1	0	0	1
OTU3037	23	31	21	16	28	22	22	23
OTU3038	1	1	1	2	1	1	0	0
OTU3039	19	14	7	5	2	20	9	9
OTU3040	48	62	48	52	83	71	57	57
OTU3041	1	1	0	0	0	2	0	0
OTU3042	15	11	8	10	9	13	12	9
OTU3043	2	4	4	0	5	1	1	3
OTU3044	2	2	3	0	2	1	5	0
OTU3045	10	2	6	3	2	0	0	0
OTU3046	1	3	7	2	2	24	7	0
OTU3047	164	162	163	122	164	190	120	115
OTU3048	51	56	40	52	60	55	49	63
OTU3049	0	2	1	4	0	2	0	0
OTU3050	1	1	1	0	0	0	0	0
OTU3051	12	2	9	6	3	2	2	3
OTU3052	0	1	0	4	1	0	0	0
OTU3053	11	13	21	17	17	13	15	26
OTU3054	4	10	13	12	7	8	2	6
OTU3055	4	1	1	5	4	4	4	3
OTU3056	0	0	0	0	0	0	0	1
OTU3057	1	2	1	0	0	0	0	1
OTU3058	49	30	34	55	52	54	39	54
OTU3059	2	4	0	6	5	6	5	7
OTU3060	25	20	42	23	14	18	14	15
OTU3061	1	0	1	0	0	4	0	2
OTU3062	0	2	4	3	2	1	1	1
OTU3063	2	2	1	0	0	3	2	1
OTU3064	1	3	6	5	1	4	5	2
OTU3065	4	5	10	4	9	12	10	5
OTU3066	1	3	3	2	1	1	3	4
OTU3067	2	0	0	1	3	0	0	3
OTU3068	26	31	49	61	29	42	35	33
OTU3069	3	2	3	7	4	3	4	6
OTU3070	1	6	8	3	2	4	0	4
OTU3071	5	6	10	10	6	3	4	4
OTU3072	38	52	39	44	38	33	45	48
OTU3073	2	5	2	3	3	3	1	4
OTU3074	1	3	0	3	1	0	2	3
OTU3075	16	25	15	7	13	18	17	28
OTU3076	1	2	1	3	2	4	1	6
OTU3077	1	0	2	1	0	0	4	1
OTU3078	0	1	7	1	0	1	0	16
OTU3079	27	23	28	49	24	39	16	45
OTU3080	18	8	13	12	12	7	11	19
OTU3081	0	1	0	1	1	0	0	1
OTU3082	7	6	6	14	6	13	13	9
OTU3083	0	0	1	0	0	0	0	3
OTU3084	5	2	8	4	5	2	6	4
OTU3085	4	12	21	6	15	11	6	13
OTU3086	5	1	2	1	3	1	2	7
OTU3087	1	5	2	10	4	7	6	6
OTU3088	12	5	12	11	8	9	2	5
OTU3089	7	6	2	3	0	2	0	3
OTU3090	2	2	2	0	2	1	3	4
OTU3091	0	0	0	1	0	0	0	2
OTU3092	4	0	1	0	1	2	1	1
OTU3093	0	0	1	4	0	2	0	2
OTU3094	0	1	3	3	2	7	0	1
OTU3095	4	7	7	5	3	7	3	10
OTU3096	0	0	2	0	1	3	0	3
OTU3097	2	3	6	3	3	6	4	5
OTU3098	254	226	295	208	183	311	171	161
OTU3099	4	3	7	4	6	2	5	4
OTU3100	77	98	90	121	94	109	94	107
OTU3101	40	31	42	40	61	65	42	46
OTU3102	3	3	3	0	5	6	9	6
OTU3103	0	0	0	1	1	2	2	2
OTU3104	25	43	27	36	38	41	33	52
OTU3105	11	16	22	21	12	13	7	11
OTU3106	2	17	1	4	2	3	2	9
OTU3107	0	3	3	2	1	1	0	1
OTU3108	8	15	11	15	8	9	13	13
OTU3109	1	2	3	3	2	1	1	3
OTU3110	12	4	14	13	9	15	3	7
OTU3111	6	4	8	8	8	11	5	5
OTU3112	3	2	2	1	2	3	5	6
OTU3113	20	21	27	89	25	36	4	125
OTU3114	84	134	113	111	105	124	99	138
OTU3115	3	1	2	3	5	4	1	4
OTU3116	5	5	1	7	4	1	6	2
OTU3117	6	3	1	8	10	11	5	8
OTU3118	17	18	6	18	12	18	10	13
OTU3119	1	1	0	3	4	3	0	4
OTU3120	0	1	2	1	5	1	3	4
OTU3121	4	0	0	0	0	0	1	4
OTU3122	0	4	0	2	1	2	1	6
OTU3123	92	110	96	98	103	96	76	115
OTU3124	38	35	33	63	62	61	38	61
OTU3125	13	22	15	19	24	20	11	19
OTU3126	5	8	9	4	3	5	8	10
OTU3127	7	8	4	6	5	4	4	7
OTU3128	70	87	49	56	47	104	53	53
OTU3129	8	5	3	4	0	4	2	5
OTU3130	3	2	0	0	2	0	1	5
OTU3131	0	0	0	1	0	0	0	1
OTU3132	27	13	17	15	30	26	21	24
OTU3133	34	44	67	55	83	52	49	69
OTU3134	2	4	3	8	6	4	5	14
OTU3135	6	9	3	9	9	4	6	8
OTU3136	0	0	1	1	2	0	0	1
OTU3137	1	2	2	5	4	1	3	5
OTU3138	4	6	4	7	5	7	2	3
OTU3139	0	0	0	1	0	0	1	1
OTU3140	1	2	5	4	2	5	0	5
OTU3141	0	0	0	3	0	1	0	2
OTU3142	0	2	2	2	0	1	1	1
OTU3143	5	2	1	5	2	4	2	1
OTU3144	1	1	0	3	1	1	2	1
OTU3145	8	5	5	1	7	6	4	11
OTU3146	0	1	0	1	0	1	0	9
OTU3147	1	1	1	8	2	2	2	4
OTU3148	10	10	9	6	9	5	17	9
OTU3149	3	8	7	9	5	9	2	4
OTU3150	2	3	0	3	1	1	1	2
OTU3151	2	0	1	1	0	1	0	1
OTU3152	0	0	0	1	1	2	0	2
OTU3153	2	5	2	3	10	4	2	3
OTU3154	2	1	0	4	0	0	2	7
OTU3155	2	2	2	1	2	1	0	7
OTU3156	3	0	1	0	0	3	1	1
OTU3157	0	0	0	0	0	0	0	1
OTU3158	0	2	1	0	0	0	3	3
OTU3159	2	0	2	0	1	2	4	6
OTU3160	47	41	58	49	50	52	37	40
OTU3161	0	0	1	1	0	2	0	1
OTU3162	0	1	2	2	1	0	1	1
OTU3163	1	0	2	1	0	0	0	1
OTU3164	83	67	80	98	126	88	82	93
OTU3165	2	2	3	2	5	8	3	1
OTU3166	4	2	5	2	6	2	2	3
OTU3167	42	39	37	66	35	51	54	77
OTU3168	13	22	21	21	11	9	10	12
OTU3169	26	10	22	24	21	20	13	7
OTU3170	7	5	10	11	9	9	10	7
OTU3171	15	19	9	13	14	18	10	18
OTU3172	15	14	11	12	14	14	10	11
OTU3173	10	11	6	20	13	8	4	8
OTU3174	1	1	0	3	1	0	3	5
OTU3175	66	20	33	28	25	20	36	37
OTU3176	561	435	650	510	506	605	377	432
OTU3177	0	0	0	3	1	0	0	1
OTU3178	0	1	0	0	1	1	0	2
OTU3179	35	19	23	27	20	30	20	21
OTU3180	187	97	133	155	205	152	140	112
OTU3181	9	4	4	2	9	4	5	7
OTU3182	0	2	2	4	0	1	0	3
OTU3183	28	14	21	16	27	32	17	16
OTU3184	9	4	20	5	5	13	8	7
OTU3185	5	5	2	6	4	3	4	4
OTU3186	10	5	8	9	7	13	1	11
OTU3187	57	60	42	32	69	40	64	44
OTU3188	3	1	3	4	4	4	9	3
OTU3189	15	28	17	17	16	8	18	15
OTU3190	0	0	0	1	1	0	2	2
OTU3191	21	28	21	24	21	20	13	22
OTU3192	7	11	5	26	4	16	14	11
OTU3193	3	1	0	0	0	0	1	3
OTU3194	6	10	10	7	5	6	0	6
OTU3195	7	6	5	8	9	11	5	9
OTU3196	2	0	1	1	3	0	1	3
OTU3197	8	6	12	8	13	7	13	10
OTU3198	2	1	1	3	3	0	2	3
OTU3199	2	2	3	2	2	1	1	1
OTU3200	3	4	2	1	0	3	0	8
OTU3201	3	0	3	2	2	0	1	4
OTU3202	31	36	41	21	46	36	43	37
OTU3203	3	6	2	6	2	3	1	3
OTU3204	1	1	1	3	1	1	3	2
OTU3205	3	1	4	23	6	7	4	7
OTU3206	0	0	1	0	1	0	0	4
OTU3207	2	1	1	1	1	2	1	4
OTU3208	1	0	0	3	4	0	0	1
OTU3209	1	2	0	0	1	1	1	2
OTU3210	59	47	86	54	42	55	20	33
OTU3211	1	2	2	4	5	0	1	4
OTU3212	0	2	0	0	1	1	0	2
OTU3213	3	4	3	3	2	1	3	3
OTU3214	7	7	9	3	6	6	2	7
OTU3215	71	100	92	110	76	117	87	135
OTU3216	0	0	0	0	0	0	0	4
